,Acetivibrio,Acetoanaerobium,Acidaminococcus,Acidobacterium,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Aeromonas,Afipia,Agrobacterium,Akkermansia,Alistipes,Allofrancisella,Alloiococcus,Alloprevotella,Anaerobium,Anaerococcus,Anaerofustis,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Arcobacter,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Izimaplasma,Candidatus Phytoplasma,Candidatus Solibacter,Candidatus Stoquefichus,Capnocytophaga,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chlamydia,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Coriobacterium,Corynebacterium,Dehalobacter,Desulfitobacterium,Desulfosporosinus,Desulfovibrio,Devosia,Dialister,Dokdonia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Gemmatimonas,Geobacillus,Gordonibacter,Granulicatella,Granulicella,Haematobacter,Halomonas,Helicobacter,Herbinix,Holdemanella,Holdemania,Hungatella,Intestinibacter,Johnsonella,Klebsiella,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Leptolyngbya,Macellibacteroides,Mageeibacillus,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Mogibacterium,Moorella,Mycobacterium,Mycoplasma,Naegleria,Nitrosopumilus,Odoribacter,Oenococcus,Olsenella,Oribacterium,Oryctes,Oryza,Oscillibacter,Ostreococcus,Paludibacter,Parabacteroides,Paraclostridium,Paraprevotella,Parvimonas,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Pirellula,Planktothrix,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Pseudarthrobacter,Pseudoflavonifractor,Pseudoramibacter,Pyramidobacter,Raoultella,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Selenomonas,Shuttleworthia,Slackia,Smithella,Solobacterium,Staphylococcus,Stenotrophomonas,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Tepidanaerobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermoanaerobacterium,Thermovenabulum,Treponema,Tumebacillus,Tyzzerella,Variovorax,Veillonella,Vibrio,Virgibacillus
Enterorhabdus,1.0,1.0,1.0,1.0,1.0,0.9266938433273619,1.0,1.0,0.8908154800863816,1.0,1.0,1.0,0.9983100961777831,0.9696165576082676,1.0,1.0,1.0,1.0,1.0,0.6796062968334542,1.0,1.0,1.0,0.9979504190502382,1.0,1.0,1.0,1.0,1.0,1.0,0.9748347603581323,1.0,0.9932118048705336,0.9972348656815057,1.0,0.9933471594697274,1.0,0.9776425343549628,1.0,1.0,0.9427172189551011,1.0,1.0,1.0,1.0,1.0,0.9668389043982432,1.0,1.0,1.0,1.0,1.0,1.0,0.9953627926501547,0.9968103795028848,1.0,1.0,0.9752849941044599,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8634718831720485,1.0,0.9998960233683001,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erysipelatoclostridium,1.0,1.0,1.0,1.0,1.0,0.9983881672204445,1.0,1.0,1.0,1.0,0.974039664340134,1.0,0.9872466730323336,0.9906215221504304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9713308494108014,0.9671111479274207,1.0,1.0,1.0,1.0,1.0,1.0,0.9863309129781386,0.9991734043398913,0.9972944461513373,0.9952412666194251,1.0,0.9456265339345078,1.0,0.9870647110546142,1.0,1.0,1.0,1.0,1.0,0.9141472083076181,1.0,1.0,0.9772157364137845,0.9853665446077817,1.0,1.0,1.0,1.0,1.0,0.9833060505016884,0.9948355151325391,0.9739987702241073,1.0,0.9640397955831205,1.0,1.0,1.0,1.0,1.0,1.0,0.9968656898793566,1.0,1.0,1.0,0.9799659637718258,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium,1.0,1.0,1.0,1.0,1.0,0.9676358589179965,0.9892007003083635,0.999757391151875,0.9891260786921785,1.0,0.9899909699877841,1.0,0.9720404081034087,0.9649021907878003,1.0,0.9998018680932552,1.0,1.0,0.9997458230325883,0.9896735054980756,1.0,0.9923454086896099,0.9774966584297688,0.9819891420330186,1.0,1.0,1.0,1.0,0.9916400772697838,0.9963014052978607,0.9324705536710847,0.9913936611270073,0.9752755090150607,0.8922102329132178,1.0,0.9543140771328668,1.0,0.948649218596653,0.9866050622984789,1.0,0.9802487491989298,1.0,0.9993431928070329,0.9998334961907982,0.7604994700582937,1.0,0.9704568145281389,0.9899909699877841,1.0,0.9997458230325883,0.9999332199154428,0.9772956601347621,1.0,0.900665746699411,0.9229517057907528,0.9969925458884237,1.0,0.9201541019572466,0.9991449865824702,1.0,0.9999332199154428,0.9996454461873223,1.0,1.0,0.9826056307330254,1.0,0.9894383874971873,1.0,0.9448196980610953,1.0,1.0,0.9916400772697838,1.0,1.0,0.9896735054980756,0.9874098573149682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,1.0,0.9999265740492761,0.9998883835329518,0.9975235975853469,1.0,0.9450896221705604,0.9998028189783321,0.986499582655087,0.9963304487388611,1.0,0.9916366404004812,0.9929095934989208,0.9807174825655519,0.9251779521695532,0.9999854306549545,0.9772624400583786,0.9979831323328161,1.0,0.9487998558661648,0.9977560606712572,0.9998248169329998,1.0,0.9372937037769574,0.9638505952625523,1.0,1.0,0.99994187559523,0.9977420140127675,0.9999299296605363,0.9955978509610843,0.8591666124845089,0.9875838794124799,0.955181902041148,0.929159054002652,0.9997296552068323,0.9247714419634103,1.0,0.9223867062271871,0.9944086842490222,1.0,0.9956724403083661,0.9999215629769145,0.998967363114579,1.0,0.9663865764988716,0.9999645213067024,0.9619294067646463,0.9916366404004812,0.9983160582337015,0.9907007142405129,0.9969979360475786,0.9990291336620715,0.9987782692230521,0.8182028398096668,0.879794985483501,0.9795439115162499,1.0,0.8494068453951029,0.9960405099384861,1.0,0.9969979360475786,0.9831152562218555,1.0,0.9998766060035561,0.9790985625414927,1.0,0.9977683023621293,0.9998010853578932,0.8638877715977361,0.9999444499603868,1.0,0.9955455405422878,1.0,1.0,0.9978230863294631,0.9855929817726707,0.9134931460926877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavobacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9894740862048815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9787948966890105,0.995738055044366,0.9939885506541992,1.0,1.0,1.0,0.991533655526953,1.0,0.9977454680713606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9930952354009932,1.0,1.0,1.0,1.0,1.0,1.0,0.9947911942373837,1.0,1.0,1.0,0.9962949247097814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9852417956390976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9963014052978607,0.9956242424011373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavonifractor,1.0,1.0,1.0,1.0,1.0,0.9931542633277087,0.9910229908984237,0.9999300504200338,0.9997341355418138,1.0,0.9993845848401524,1.0,0.9952450599581943,0.9901537854168412,1.0,1.0,0.9989999495093058,1.0,0.9996017792352655,0.9997341355418138,1.0,0.9992984688944898,0.9886746304023332,0.9885211290407098,1.0,1.0,1.0,0.9989497591207254,0.9961629014291878,0.9999369215362408,0.9839549568721296,0.9992984688944898,0.9922232017999446,0.9922705854866181,1.0,0.9849946559410216,1.0,0.9544721738058293,1.0,0.9959385119779149,0.996717296862762,1.0,1.0,1.0,0.9997965625304996,1.0,0.9906742710907788,0.9993845848401524,1.0,0.999768577608536,1.0,1.0,1.0,0.9745098517726914,0.9887650712948508,1.0,1.0,0.9669485272672266,0.9975261941937446,1.0,1.0,0.9960969392191579,1.0,1.0,0.9956921327193312,1.0,0.9997341355418138,1.0,0.9841536565387078,1.0,1.0,0.9950201910115428,1.0,1.0,0.9997341355418138,0.9970032877226715,0.9818613092131164,0.97345510581279,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusicatenibacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997973140746416,0.9994478050271223,1.0,0.8531636236760995,1.0,0.9960181785864749,0.9872839974299145,1.0,0.5491005636277859,0.9865318734717419,1.0,1.0,1.0,1.0,1.0,0.9601682635340689,0.9459885901728963,1.0,1.0,1.0,1.0,0.9960181785864749,1.0,0.9787978140886493,0.9983916059147768,0.9942328718872431,0.9970337949450407,1.0,0.8525001864976542,1.0,0.9822815867783518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9830003030589312,0.9853665446077817,0.9999354571803993,0.9995658582471397,0.9997961108027349,1.0,1.0,0.9737585587208457,0.9870286545469782,0.9997365799899479,1.0,0.9661598367818273,1.0,1.0,0.9997961108027349,0.9952174232236901,1.0,1.0,0.9955805718440038,1.0,1.0,1.0,0.9558635730358475,1.0,1.0,0.9960181785864749,1.0,1.0,1.0,0.9715987653787588,0.9837893868057129,0.9535521522733241,1.0,0.9906866198978312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusobacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998156567076258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992397115478304,1.0,1.0,0.9956989713345287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999880090748656,1.0,1.0,1.0,0.9985560212230061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989274476537646,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemella,1.0,1.0,1.0,1.0,1.0,0.8563346450591467,1.0,1.0,0.8930993000874891,1.0,1.0,1.0,0.9968257323634117,0.9612885503264422,1.0,0.4972647327546825,1.0,1.0,1.0,0.8930993000874891,1.0,1.0,0.9970022443667919,0.9979504190502382,1.0,1.0,1.0,1.0,1.0,1.0,0.961427610731146,1.0,0.9869848926486625,0.9972348656815057,1.0,0.9795040438489769,1.0,0.972384842630672,1.0,1.0,0.9427172189551011,1.0,1.0,1.0,1.0,1.0,0.9661972893539492,1.0,1.0,1.0,1.0,1.0,1.0,0.9803722170527324,0.9349706440968024,1.0,1.0,0.9702871821873749,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8930993000874891,1.0,0.9719347859229341,1.0,1.0,1.0,1.0,1.0,0.8930993000874891,1.0,0.9838231681627609,0.9566931580411924,1.0,0.9992349515925334,0.5491005636277859,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemmatimonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9894740862048815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9787948966890105,0.995738055044366,0.9939885506541992,1.0,1.0,1.0,0.991533655526953,1.0,0.9977454680713606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9930952354009932,1.0,1.0,1.0,1.0,1.0,1.0,0.9947911942373837,1.0,1.0,1.0,0.9962949247097814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9852417956390976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9963014052978607,0.9956242424011373,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geobacillus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9973988197657436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9959153763894912,1.0,1.0,0.9079413293134755,1.0,0.9990164178983161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7604994700582937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9801939251809002,0.9429537210098243,1.0,1.0,0.9915410055405514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763504124992142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7504411820993878,0.9663865764988716,1.0,0.9997965625304996,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonibacter,1.0,1.0,1.0,1.0,1.0,0.9847333246635506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999094043019456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999680912744173,1.0,1.0,1.0,1.0,1.0,1.0,0.9999878299281645,1.0,1.0,1.0,1.0,1.0,1.0,0.9975145731964851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9998012967362513,0.9974021109203648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9890348073251795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987782692230521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granulicatella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998944440685843,1.0,0.9984986743756731,1.0,1.0,0.9994133638137129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999676475952639,0.9991583930323309,1.0,1.0,0.9941565291827555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999390832482443,1.0,1.0,0.9996316257031792,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granulicella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999614826190808,1.0,1.0,0.9992531365618097,1.0,0.9999696882550142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999579707441533,1.0,1.0,1.0,0.9991787993264336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9923235560176177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999454537824765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haematobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997614399772345,1.0,1.0,1.0,1.0,0.9999935314500517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998761605847947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halomonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982535843543862,1.0,0.5962094189718029,0.9974250646898813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997889820326093,1.0,1.0,1.0,0.9994005713039336,0.7303893292313828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991367179104811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988407019210722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helicobacter,1.0,1.0,1.0,1.0,1.0,0.9847333246635506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999094043019456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999680912744173,1.0,1.0,1.0,1.0,1.0,1.0,0.9999878299281645,1.0,1.0,1.0,1.0,1.0,1.0,0.9975145731964851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9998012967362513,0.9974021109203648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9890348073251795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987782692230521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbinix,1.0,1.0,1.0,1.0,1.0,0.9266938433273619,1.0,1.0,0.8908154800863816,1.0,1.0,1.0,0.9983100961777831,0.9690794942588801,1.0,1.0,1.0,1.0,1.0,0.6796062968334542,1.0,1.0,1.0,0.9979504190502382,1.0,1.0,1.0,1.0,1.0,1.0,0.9744252930173177,1.0,0.9909629011277656,0.9972348656815057,1.0,0.9928046650558191,1.0,0.9776425343549628,1.0,1.0,0.9427172189551011,1.0,1.0,1.0,1.0,1.0,0.9668389043982432,1.0,1.0,1.0,1.0,1.0,1.0,0.9909190905537801,0.9916329394540416,1.0,1.0,0.9747538251051432,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8634718831720484,1.0,0.9977188107488497,1.0,1.0,1.0,1.0,1.0,0.05209804089317949,1.0,0.9891419195392035,0.9973576307216308,1.0,0.9997341355418138,0.9996019931658594,1.0,0.8930993000874891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holdemanella,1.0,1.0,1.0,1.0,1.0,0.9657818971549343,1.0,1.0,0.9815390958063575,1.0,1.0,1.0,0.9948091498648768,0.9796074253639743,1.0,1.0,0.9473560470601172,1.0,1.0,0.9815390958063575,1.0,1.0,0.9821609714956192,0.9944469537173042,1.0,1.0,1.0,1.0,1.0,1.0,0.9717450421328546,1.0,0.9903369105761594,0.9872839871584139,1.0,0.9907357317741947,1.0,0.9743801967069705,1.0,1.0,0.9815390958063575,1.0,1.0,1.0,1.0,1.0,0.9791694842719998,1.0,1.0,1.0,1.0,1.0,1.0,0.9867325404061128,0.984924460190658,0.9995623115953732,1.0,0.9725813420586266,0.9969344406732733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9815390958063575,1.0,0.9790832246363109,1.0,1.0,1.0,1.0,1.0,0.9815390958063575,0.9965108768588774,0.9885792194439642,0.9577684481655124,1.0,0.9929078134423136,1.0,1.0,0.9815390958063575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9815390958063575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holdemania,1.0,1.0,1.0,1.0,1.0,0.9845518192917061,1.0,0.9851594232328125,0.9845518192917061,1.0,1.0,1.0,0.9983100961777831,0.9667727727225309,1.0,1.0,1.0,1.0,1.0,0.9845518192917061,1.0,1.0,0.9990685521304786,0.9970151473267826,1.0,1.0,1.0,1.0,1.0,1.0,0.9827756272366591,1.0,0.9921669647964291,0.9962982571209152,1.0,0.9921168716477022,1.0,0.982379254655287,1.0,1.0,0.9845518192917061,1.0,1.0,1.0,1.0,1.0,0.9819000539435638,1.0,1.0,1.0,1.0,1.0,1.0,0.9890804838993498,0.9954638994230328,1.0,1.0,0.9809457598747431,0.9991449865824702,1.0,1.0,0.9990685521304786,1.0,1.0,1.0,1.0,0.9845518192917061,1.0,0.9981544788696476,1.0,1.0,1.0,1.0,1.0,0.9845518192917061,1.0,0.9881749967442744,0.9836493693382995,1.0,0.9988021920979022,0.9988654884081875,1.0,0.9845518192917061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9845518192917061,0.9845518192917061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungatella,1.0,1.0,1.0,1.0,1.0,0.9442144542098662,1.0,1.0,0.9828233461152263,1.0,1.0,1.0,0.9968257323634117,0.9769092563842426,1.0,1.0,0.998245743366976,1.0,1.0,0.9828233461152263,1.0,1.0,1.0,0.9979504190502382,1.0,1.0,1.0,1.0,1.0,1.0,0.960642784569042,1.0,0.9847618921329618,0.9934647505199804,1.0,0.9762648933769997,1.0,0.9767528732692209,0.9980089100786806,1.0,0.9828233461152263,1.0,1.0,1.0,1.0,1.0,0.9803841212247197,1.0,1.0,0.9944367767517556,1.0,1.0,1.0,0.9116937272235446,0.9754638348072946,1.0,1.0,0.9667624840044128,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,0.9816596219241173,1.0,0.9828233461152263,1.0,0.9939104452091442,1.0,1.0,1.0,1.0,1.0,0.9828233461152263,1.0,0.9819342054147036,0.9715483575200198,1.0,0.9983962027874993,0.9972142528402819,1.0,0.9691065824977859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9828233461152263,0.9828233461152263,0.9845518192917061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intestinibacter,1.0,1.0,1.0,1.0,1.0,0.9902452800993427,1.0,1.0,0.9902452800993427,1.0,1.0,1.0,0.9983100961777831,0.9852480386730121,1.0,1.0,1.0,1.0,1.0,0.9902452800993427,1.0,1.0,0.9539777850596018,0.9739611148455921,1.0,1.0,1.0,1.0,1.0,1.0,0.9834522161666566,1.0,0.9916900119741165,0.9955142197140466,1.0,0.9907628651541126,1.0,0.9522403719355886,1.0,1.0,0.9902452800993427,1.0,1.0,1.0,1.0,1.0,0.9432997428642402,1.0,1.0,1.0,1.0,1.0,1.0,0.9767769924919705,0.9802609843919432,1.0,1.0,0.9699006800350696,0.9991449865824702,1.0,1.0,0.9539777850596018,1.0,1.0,1.0,1.0,0.9902452800993427,1.0,0.9918217262972717,1.0,1.0,1.0,1.0,1.0,0.9902452800993427,1.0,0.9898837741526932,0.9808008553992859,1.0,0.9958289950625022,0.9948455162890976,1.0,0.9902452800993427,1.0,1.0,1.0,0.20107868606566248,1.0,1.0,1.0,1.0,0.9902452800993427,0.9902452800993427,0.9892955629430278,0.9902452800993427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
