,Acetivibrio,Acetoanaerobium,Acidaminococcus,Acidimicrobium,Acidobacterium,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Afipia,Akkermansia,Alistipes,Alkaliphilus,Alloprevotella,Amycolatopsis,Anaerobium,Anaerococcus,Anaerofustis,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Anaerovibrio,Arcobacter,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Brachyspira,Brenneria,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Adiutrix,Candidatus Izimaplasma,Candidatus Solibacter,Capnocytophaga,Catabacter,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Corynebacterium,Cryptobacterium,Dehalobacter,Desulfitobacterium,Desulfosporosinus,Desulfovibrio,Devosia,Dialister,Dietzia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Ethanoligenens,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Gemmatimonas,Geobacter,Gordonibacter,Granulicatella,Granulicella,Halomonas,Halopiger,Helicobacter,Herbinix,Holdemanella,Holdemania,Hungatella,Hymenobacter,Hyphomicrobium,Intestinibacter,Johnsonella,Kandleria,Klebsiella,Kocuria,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Leptolyngbya,Macellibacteroides,Magnetospira,Mannheimia,Marvinbryantia,Megamonas,Megasphaera,Mesorhizobium,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Mogibacterium,Moorella,Mycobacterium,Mycoplasma,Naegleria,Niabella,Nitrosopumilus,Nitrospira,Odoribacter,Olsenella,Oreochromis,Oribacterium,Ornithobacterium,Oryza,Oscillibacter,Ostreococcus,Oxalobacter,Paenibacillus,Paludibacter,Parabacteroides,Paraprevotella,Parasutterella,Parvimonas,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Pirellula,Planktothrix,Pleurocapsa,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Proteus,Providencia,Pseudarthrobacter,Pseudobacteroides,Pseudoflavonifractor,Pseudoramibacter,Pseudoxanthomonas,Pyramidobacter,Rhizobium,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseivirga,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Schistocephalus,Sediminicola,Shuttleworthia,Simiduia,Sinorhizobium,Slackia,Smithella,Solobacterium,Sporolactobacillus,Staphylococcus,Stegodyphus,Stenotrophomonas,Stigmatella,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Terrisporobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermosulfidibacter,Thermovenabulum,Treponema,Turicibacter,Tyzzerella,Varibaculum,Variovorax,Veillonella,Vibrio,Waddlia,Weeksella
Peptoanaerobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999285755396609,1.0,1.0,1.0,0.9998369183020878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990341507841374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999071299524517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6215980994048879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992006868727071,1.0,0.999818349640651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991264870482395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptoclostridium,1.0,1.0,1.0,1.0,1.0,1.0,0.9749227018142784,1.0,0.9205638057382454,0.6952902636807905,1.0,0.9829042672214049,0.9749693892059033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9812216125759308,1.0,0.9821049122050416,0.9822328965616215,1.0,0.996279521506157,1.0,1.0,1.0,0.9632616635551174,0.9982605569232101,1.0,0.6787972531955399,1.0,1.0,1.0,1.0,1.0,0.9847012596475583,1.0,1.0,1.0,1.0,1.0,0.9839897323785454,0.9529952840497383,1.0,1.0,0.9923375528954648,0.9213911733008352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998713206718415,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9938781567279789,0.9814200931658443,1.0,0.9954950625751615,1.0,1.0,1.0,1.0,1.0,0.9655080949979202,1.0,1.0,1.0,1.0,1.0,0.10815694410127163,0.9953201959399464,0.9898616806976052,0.997362842536414,1.0,1.0,0.5343995171997586,1.0,1.0,1.0,1.0,1.0,0.996572158331021,0.10366360427075849,0.32005538800000943,0.41955826836570875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.16537084792733148,1.0,1.0,1.0,1.0,1.0,0.9575206880972608,1.0,1.0,1.0,1.0,1.0,0.9912701674267579,1.0,1.0,1.0,1.0,1.0,0.8521524110692658,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptoniphilus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996704181382082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999078387270151,1.0,0.9991562011639665,0.9998310455674205,1.0,1.0,1.0,1.0,1.0,1.0,0.9965296559701002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.960809204829782,0.999448433148455,1.0,1.0,0.9968843088928935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999603427536132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999276361269982,0.9985993196365747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991087613971794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9834008853823814,1.0,0.9549330751802959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997432637209743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999593945253921,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptostreptococcus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9971726391060035,0.995731481419624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981127835124785,1.0,0.9929875506639975,0.9990001474428223,1.0,0.9983499934219294,1.0,1.0,1.0,0.9925503310614099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9913487150783695,0.9945533162310077,1.0,1.0,0.9991367925926606,1.0,1.0,1.0,1.0,1.0,1.0,0.9964062511949352,1.0,1.0,1.0,0.999716296074308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999683617329906,0.996107153248449,1.0,1.0,0.9973392746370386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9945966122373671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970734716158312,1.0,1.0,1.0,1.0,1.0,0.9984036700523232,1.0,1.0,1.0,1.0,0.997778552873426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phascolarctobacterium,1.0,1.0,0.9990625945552382,0.9994380693080333,1.0,1.0,0.9632653068419506,1.0,0.9726475557536569,0.9818306159260198,1.0,0.9302418470245203,0.9379418595137178,1.0,1.0,1.0,0.9972280995857332,0.9982935286490775,0.9838592574635496,1.0,1.0,0.999324796313993,0.9990384771977433,0.9990664738913153,1.0,1.0,1.0,0.9804228651667942,1.0,1.0,0.932339946753001,0.9998737199711877,0.8975436828659432,0.9544136240566152,1.0,0.980131161268968,0.9792404543445176,1.0,1.0,0.9616289705191691,0.997416592361872,1.0,0.8808390598399258,0.9982935286490775,1.0,1.0,1.0,0.998050579403206,0.9401116189912851,1.0,1.0,0.9982935286490775,1.0,1.0,0.9477023158702012,0.9397084226628912,0.9980989769683373,1.0,0.9575476714051674,0.9808628420318,1.0,1.0,1.0,1.0,1.0,0.9957596887578581,1.0,0.9945078368717138,1.0,0.9739934642254889,1.0,1.0,0.9981668172387239,1.0,0.9818306159260198,0.9818306159260198,1.0,1.0,0.9642498966840795,0.9319206213593446,1.0,0.9757222773348255,0.9732822416368698,1.0,0.9838592574635496,1.0,1.0,0.9818306159260198,1.0,1.0,1.0,1.0,1.0,0.9798965485681871,0.9826610333221806,0.9898616806976052,0.9949050428185846,1.0,1.0,0.9818306159260198,1.0,1.0,1.0,1.0,1.0,0.9737803629614648,0.9818306159260198,0.9651553366127947,0.9818306159260198,1.0,0.99939332961707,1.0,1.0,0.9972280995857332,1.0,1.0,0.998050579403206,1.0,1.0,1.0,0.9818306159260198,0.998050579403206,0.9818306159260198,0.9689710087699608,1.0,1.0,1.0,1.0,0.92462577891668,1.0,1.0,0.9766144330173494,1.0,0.9994380693080333,0.9773906860778228,0.9838592574635496,1.0,1.0,1.0,0.9850641706434136,0.9818306159260198,0.9894576384463435,1.0,1.0,1.0,0.9818306159260198,1.0,0.9989934196281997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirellula,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9978069308158352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997808156404954,1.0,1.0,0.9983499934219294,1.0,1.0,1.0,0.9995264252757102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922551426695264,0.9989828856924347,1.0,1.0,0.9991367925926606,1.0,1.0,1.0,1.0,1.0,1.0,0.9964062511949352,1.0,1.0,1.0,0.999716296074308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999683617329906,0.9990116092472837,1.0,1.0,0.9973392746370386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9978275323321701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9607376044955289,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planktothrix,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9974481280324994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9942659615644173,1.0,0.9977223778559566,0.982523417541761,1.0,0.9998412911934523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999384849094147,0.9966452582840205,1.0,1.0,0.9985411695460786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995521781641027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977869955995301,1.0,1.0,0.999955800403908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9868250568026191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994422542751747,1.0,1.0,1.0,1.0,1.0,0.9997630283214007,1.0,1.0,1.0,1.0,0.999206461318818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleurocapsa,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9980251002081028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7605849830036604,0.9956832865513358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9946720592422692,1.0,1.0,0.9951995128082398,1.0,0.9997045457029081,1.0,1.0,1.0,0.9872314114962839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9287338527462087,1.0,1.0,1.0,1.0,1.0,0.9801248214203265,0.9879981886400592,1.0,1.0,0.9648085795962816,1.0,1.0,1.0,0.0,1.0,1.0,0.954306953760131,1.0,1.0,1.0,0.9862601765645302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9980715183426527,0.9667777359315972,1.0,0.993822560296764,0.9490971619645556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9838063243263292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9635811610493379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998877112947141,1.0,1.0,1.0,1.0,1.0,0.9753916023396031,1.0,1.0,1.0,1.0,0.9837029260721887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polaromonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9168979715882236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998837801740558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9896935297726549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999021441860122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999297636592916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porphyromonas,1.0,1.0,1.0,1.0,1.0,1.0,0.8923543165085532,1.0,0.9981671433947792,1.0,1.0,0.907429234327268,0.9817773479541511,1.0,1.0,1.0,1.0,1.0,0.4677353836618632,1.0,1.0,0.9923298953296954,0.9956527632112709,1.0,1.0,1.0,1.0,0.9981671433947792,1.0,1.0,0.9831049408914306,1.0,0.9619513052571842,0.9959988677670133,1.0,0.9940236549813241,1.0,1.0,1.0,0.9914575440047158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9819023916251868,1.0,1.0,1.0,1.0,1.0,0.9834116014835166,0.9603075095941036,1.0,1.0,0.9793633361123318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9930312911372411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.959126078411253,0.9762715638332367,1.0,0.9963174574018169,1.0,1.0,0.9143497022996668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990355274756378,1.0,0.9956945036439908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9876882219393028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9980872436523575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9973454559475662,1.0,1.0,1.0,1.0,1.0,0.996026826889455,0.22392677067477418,1.0,1.0,1.0,0.9859784187875396,0.9987261952022295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9809671112331633,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella,0.9999268519275832,1.0,1.0,1.0,1.0,1.0,0.936658369111274,1.0,0.9128050769105791,0.8037399965070184,0.9954008097387717,0.9086204348012629,0.8570724319910379,1.0,0.9996688005535399,0.9954008097387717,0.999829876842827,0.9912874286642156,0.9833213394125748,0.999915134443757,0.9993078766774735,0.9775261073907594,0.9917566435251981,0.9998016395085,1.0,0.9995613832646764,1.0,0.9999491790217215,1.0,0.9994695159808304,0.8455609874612668,0.9873135382557907,0.8961132161306127,0.9357080641030948,1.0,0.9473795911122959,0.9958415168851104,0.9993369011252029,1.0,0.9204325215084602,0.9980821995913279,1.0,0.8068147236126597,0.9912874286642156,1.0,1.0,1.0,0.9997351444179263,0.9398090111890043,1.0,0.9997807877276609,0.9897541648654938,0.9974194764422774,0.9998941865973905,0.8830672457660235,0.8299630836760317,1.0,1.0,0.9143305771813715,0.9211603977014431,0.9999326929683192,0.998597576380086,0.984371657036484,1.0,1.0,0.9687134524005581,1.0,0.9974877138018876,0.998597576380086,0.9433889527239001,1.0,0.9981376813167306,0.9895513590921767,1.0,0.8069496947650894,0.8069496947650894,1.0,1.0,0.9432751112626981,0.8672829401191745,1.0,0.9695504703186657,0.9669565333855993,1.0,0.9833213394125748,1.0,0.9982938162449517,0.9653948558850529,1.0,1.0,1.0,0.9995119731718463,0.9998941865973905,0.7866777658591252,0.9891674346783789,0.9704719391972757,0.9754934092053658,1.0,0.9965133462431394,0.8069496947650894,0.9999769089212815,1.0,1.0,1.0,0.9995262692777446,0.9366232543382037,0.8069496947650894,0.7974807973065862,0.8069496947650893,1.0,0.9979334734247346,1.0,1.0,0.9947552008694532,1.0,0.9960098004075039,0.9997351444179263,0.9974470445406606,1.0,0.9995119731718463,0.8069496947650894,0.9997351444179263,0.8069496947650894,0.9987480563622713,0.9999187341915194,0.9996688005535399,0.9954008097387717,0.9862788747671482,0.880091731672904,0.9977459804708395,1.0,0.9870560144131642,0.9998697274003496,1.0,0.9342994704941551,0.9833213394125748,1.0,1.0,0.9987090401297246,0.9391666493466599,0.8428274649537564,1.0,1.0,1.0,1.0,0.8069496947650894,0.9997950992161811,0.9997751737612205,0.9526184776353236,1.0,0.9944880720871797,0.984371657036484,1.0,0.9807326565418697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteiniphilum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999757985999956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988686287667307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999844155013282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999309174163902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999786712144736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providencia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985163052914754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977002549094578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990017232337935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudarthrobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
